,id,title,abstract,pillar,research_category,truncated,LR,SVC,MLP
2001,pub.1191621267,The effect of pea protein preload on postprandial glucose response and blood pressure: a randomized controlled trial in healthy adults,"The rising prevalence of metabolic disorders underscores the need for dietary strategies to manage postprandial glucose levels and blood pressure. Protein has been widely recognized for its health benefits, to promote satiety and improve postprandial glucose control (1) . Studies have shown that whey protein can significantly lower postprandial glucose and insulin levels in both healthy and diabetic individuals, with greater effectiveness when consumed as a starter before meals (2) . However, a recent prospective cohort study indicated that while animal protein consumption may be linked to a higher risk of diabetes onset, incorporating plant-based proteins is advisable. This highlights the need to diversify protein sources in the diet to manage metabolic health and potentially reduce diabetes risk (3) .  Therefore, the aim of the current study was to determine whether consuming pea protein isolate before a carbohydrate meal could effectively reduce postprandial glucose levels and blood pressure compared to the simultaneous consumption of protein and carbohydrates.  We examined pea protein isolate as a representative plant-based food source, known for its high protein content and accessibility. Ten healthy adults (2 male and 8 females; mean age: 25.6 ± 1 years; body mass index (BMI): 22.7 ± 1 kg/m 2) participated in a crossover trial with three conditions, to consume 30g of pea protein isolate 30 min before (PrePP) or with (PP) a 50g carbohydrate meal, against a carbohydrate meal (control, CHO) provided with water. Continuous glucose monitoring and blood pressure were recorded over 180 minutes after the meal. The effect of the interventions on peak postprandial glucose responses and blood pressure were evaluated using a two-factor repeated measures ANOVA. Comparisons were made using Bonferroni’s test whenever a significant difference was observed. All statistical analyses were performed using GraphPad Prism with a statistical difference of p < 0.05 considered as significant.   PrePP significantly delayed and reduced the postprandial glucose peak compared to PP and CHO (0.46 mmol/L at 60 min vs. 1.125 mmol/L for PP, p<0.05 and 1.89 mmol/L for CHO at 30 min, p< 0.01). Diastolic blood pressure significantly decreased after both protein drinks compared to CHO, especially between 150 and 180 minutes (9.2 mmHg for PP and 4.2 mmHg for PrePP), while the control showed an increase of 1.6 mmHg from baseline ( p < 0.05). Although systolic blood pressure also decreased in PP and PrePP, with reductions of 3.7 and 5.8 mmHg respectively, this change was not significant compared to the control, which decreased by 2 mmHg ( p> 0.05).  This study indicates that pea protein preload can effectively reduce postprandial blood glucose levels and may also assist in managing blood pressure, offering a plant-based option for improving metabolic health. Further research is needed to better understand the mechanisms underlying these findings.",PB,Health & nutrition,True,True,True,True
207,pub.1186923195,Mutation of the LRG1 Rho-GAP gene is responsible for the hyper branching C-variant phenotype in the quorn mycoprotein fungus Fusarium venenatum A3/5,"BackgroundQuorn mycoprotein, a protein-rich meat alternative, is produced through large-scale fermentation of the fungus Fusarium venenatum. However, a major challenge during F. venenatum fermentation is the consistent appearance of mutants called colonial variants (C-variants). These C-variants have a highly branched morphology, which ultimately lead to a less desirable final product and early termination of the fermentation process. This study aimed to identify the genetic mutations responsible for C-variant morphology.ResultsWe first isolated both C-variant and wild-type strains from commercial fermentation samples and characterised radial growth rates on solid media. Whole genome sequencing facilitated the identification of mutations in a gene called jg4843 in 11 out of 12 C-variant isolates, which were not observed in the wild-type isolates. The jg4843 gene was identified as the ortholog of LRG1, a Rho-GTPase activating protein that regulates the Rho1 signalling pathway affecting fungal growth. Notably, the mutations in jg4843 were primarily located in the RhoGAP domain responsible for LRG1 activity. To confirm the role of these mutations, we used CRISPR/Cas9-mediated homology-directed recombination to introduce the C-variant mutations into the wild-type isolate, which successfully recapitulated the characteristic C-variant morphology.ConclusionsThis study identified mutations in the LRG1 ortholog jg4843 as the genetic cause of C-variant morphology in commercial fermentation F. venenatum isolates. Understanding this genetic basis paves the way for developing strategies to prevent C-variants arising, potentially leading to more efficient and sustainable production of Quorn mycoprotein.",F,Strain development,False,True,False,False
1418,pub.1187077976,Simplex and multiplex CRISPR/Cas9‐mediated knockout of grain protease inhibitors in model and commercial barley improves hydrolysis of barley and soy storage proteins,"Anti-nutritional factors in plant seeds diminish the utilization of nutrients in feed and food. Among these, protease inhibitors inhibit protein degradation by exogenous proteases during digestion. Through conventional and selection-gene-free genome editing using ovules as explants, we used simplex and multiplex CRISPR/Cas9 for studying the impact of chymotrypsin inhibitor CI-1A, CI-1B and CI-2, Bowman-Birk trypsin inhibitor, Serpin-Z4, and barley ɑ-amylase/subtilisin inhibitor on barley and soybean storage protein degradation. Mutants were generated in the commercial cultivar Stairway, having a high level of protease inhibition, and the barley model cultivar Golden Promise, having a lower inhibition level. In Golden Promise, all individual knockouts decreased the inhibition of the three proteases α-chymotrypsin, trypsin and the commercial feed protease Ronozyme ProAct significantly. The triple knockout of all chymotrypsin inhibitors further decreased the inhibition of α-chymotrypsin and Ronozyme ProAct proteases. Degradations of recombinant barley storage proteins B- and C-hordeins were significantly improved following mutagenesis. In Stairway, a single knockout of CI-1A almost compares to the effect on the proteases achieved for the triple knockout in Golden promise, uncovering CI-1A as the major protease inhibitor in that cultivar. The Stairway mutant demonstrated significantly improved degradation of recombinant barley hordeins and in the soybean storage proteins glycinin and β-conglycinin. The results of this study provide insights into cereal protease inhibitor genes and their negative effects on the degradation of barley storage protein and the most important plant protein from soybeans. The study suggests a future focus on plant protease inhibitors as a major target for improving feed and food protein digestibility.",PB,Crop development ,False,True,True,False
2975,pub.1190999785,Discovery and optimization of a guanylhydrazone-based small molecule to replace bFGF for cell culture applications,"Replacing growth factors with a synthetic alternative molecule is an attractive opportunity to increase consistency, scalability, and cost-effectiveness of cell-based products. Herein, we describe the discovery of a chemical class of FGFR1 agonists that mimic the action of basic fibroblast growth factor (bFGF), an essential component of cell culture media. The guanylhydrazone-based molecule, TCB-32, was identified via structure-based virtual screening of the orthosteric binding site of FGFR1. It was shown to significantly increase cell proliferation by activating the FGFR1 signaling pathway like bFGF and exhibited enhanced thermostability over bFGF by retaining activity over the course of several days. After extensive structure-activity relationship studies, it was possible to increase potency and efficacy leading to three highly potent agonists. This finding has the potential to remove current bottlenecks in large-scale cell production, as required for applications such as cultivated meat or cell therapy.",CM,Cell culture media,False,True,False,True
357,pub.1190533978,Evaluation of the genotoxic potential and minimisation of antinutrients in edible Xuta (Jatropha curcas L.) kernels,"Plant-based protein sources are increasingly considered as sustainable alternatives to animal-derived proteins. The edible Jatropha curcas L. (Xuta) is a new crop whose seed kernels are rich in high-quality proteins and fat; however, they contain antinutrients such as trypsin inhibitors, phytic acid and lectins. Hydrothermal treatment has been shown to significantly reduce these antinutritional factors, leading to the recent approval of Xuta kernels for human consumption by the European Food Safety Authority (EFSA). Despite this, current scientific information is limited, for example, data on the potential genotoxicity of Xuta kernels. In this study, aqueous extracts from three Xuta cultivars were assessed for mutagenicity using the bacterial reverse mutation assay and genotoxicity using the Comet assay with human hepatocellular carcinoma cells. Additionally, key antinutritional factors such as lectin activity, trypsin inhibitor activity, and phytic acid content were determined. Hydrothermal treatment significantly reduced antinutritional factors, with lectin activity being completely absent. The results show that the Xuta cultivars tested have no mutagenic or genotoxic potential and are suitable for human consumption after hydrothermal treatment. These findings support the introduction of Xuta kernels as an alternative protein source. Future research should focus on technofunctional properties and applications of Xuta proteins.",PB,Ingredient optimisation,False,True,True,True
2831,pub.1185591975,Covalent organic frameworks supported geminal-atom catalysts for upcycling nitrate into single-cell protein,"Coupling electrocatalytic nitrate reduction reaction (NITRR) with biotransformation can improve the efficiency of conversion and utilization of NO3 –, effectively alleviating NO3 – pollution and promoting global nitrogen cycle. In this study, geminal-Co catalysts have been fabricated via predesigning the geminal coordination sites in covalent organic frameworks, where the distance can be precisely controlled at 6.5, 9.6, and 13.4 Å. Aberration-corrected electron microscopy confirms the consistency between the actual distances and the theoretical values. The geminal-Co catalysts, with a Co-Co distance of 9.6 Å, displays the best NITRR performance, achieving a maximum NH3 Faradaic efficiency and yield of 95.7 % and 30 mg h−1 mgcat −1, respectively. Density functional theory calculations reveal that distance adjustment of geminal-Co catalysts can optimize the adsorption energy for NO3 – and the adsorption/desorption of various intermediates. The electrocatalytic NITRR coupled with microbial system showed a 2.48 g/L single-cell protein (SCP) yield at 48 h, and the 49.8 % protein content in SCP. This work presents an attractive strategy for achieving precise distance control of geminal-atom catalysts, as well as a new approach to promote the global nitrogen cycle and relieve food crises.",F,Feedstocks,False,True,False,False
267,pub.1185803300,Ultra-processed food consumption in the central division of Fiji,"BackgroundProcessed packaged foods are readily available in Fiji; however, the extent to which ultra-processed foods (UPFs) currently contribute to energy and nutrient intake is unknown. This study aimed to assess the contribution of UPFs to total energy intake and nutrients of concern (sodium, sugar, fat) in a representative sample of adults in the central division of Fiji, identify the main food category sources of UPFs and assess variation by sociodemographic characteristics.MethodsA random sample of 700 adults was selected from two statistical enumeration areas (one semi-urban, one rural). Participant characteristics were collected, and a three-pass 24-h diet recall was undertaken. Foods consumed were coded based on the level of processing, in alignment with the NOVA categorisation system.ResultsThe contribution of UPFs to total energy, fat, sugar, and sodium intake and dietary sources of UPFs (based on the per cent daily energy contribution of UPFs from food groups) were estimated and assessed by sex, age group, ethnicity and location. A total of 534 adults participated (76% response rate, 50% female). UPFs contributed 21.5% (95% CI, 21.4% to 26.6%) of total energy intake, 22.8% (95% CI 20.5% to 25.1%) of total sodium intake, 24.0% (95% CI, 21.4% to 26.6%) of sugar intake and 18.6% (95% CI 16.5% to 20.7%) of total fat intake. Key food group contributors to UPF intake were bread and bakery products 42.9% (38.3% to 47.6%), non-alcoholic beverages 26.8% (22.4% to 31.1%), convenience foods 8.6% (6.3% to 10.8%), and meat, poultry, and meat alternatives 6.9% (4.8% to 8.9%). The contribution of UPFs to sodium, sugar and fat intake was similar for men and women; however, differences were observed by age group, ethnicity and region (semi-urban compared to rural).ConclusionsThis study identified that UPFs appear to be a large contributor to energy, sodium, fat and sugar intake in adults in the Central division of Fiji. A reduction of UPF consumption in Fiji may lead to a reduction of harmful nutrients such as sodium, fat, and sugar, crucial to reducing the diet-related burden of disease.",CC,Consumer & market research,True,True,True,False
1154,pub.1184851106,Functional and Bioactive Benefits of Selected Microalgal Hydrolysates Assessed In Silico and In Vitro,"BIOPEP-UWM, a peptide database, contains 5128 peptides from a myriad of resources. Five listed peptides are Angiotensin-I-converting enzyme (ACE-1; EC3.4.15.1) inhibitory peptides derived from a red alga, while two from Chlorella vulgaris have anti-cancer and antioxidative bioactivities. Herein, we describe a process combining hydrolysis with two enzymes, Alcalase and Viscozyme, and filtration to generate protein-rich, bioactive peptide-containing hydrolysates from mixed species of Chlorella sp. and Scenedesmus sp. The potential of generated algal hydrolysates to act as food ingredients was determined by assessment of their techno-functional (foaming, emulsification, solubility, water holding, and oil holding capacity) properties. Bioactive screening of hydrolysates in vitro combined with mass spectrometry (MS) and in silico predictions identified bioactive and functional hydrolysates and six novel peptides. Peptides derived from Chlorella mix have the sequences YDYIGNNPAKGGLF and YIGNNPAKGGLF with predicted anti-inflammatory (medium confidence) and umami potential. Peptides from Scenedesmus mix have sequences IEWYGPDRPKFL, RSPTGEIIFGGETM, TVQIPGGERVPFLF, and IEWYGPDRPKFLGPF with predicted anti-inflammatory, anti-diabetic, and umami attributes. Such microalgal hydrolysates could provide essential amino acids to consumers as well as tertiary health benefits to improve human global health.",F,Ingredient optimisation,False,True,True,True
134,pub.1189656211,Changes in meat consumption can improve groundwater quality,"Large-scale, centralized livestock production is recognized as a significant contributor to environmental pollution, including groundwater contamination. Here we assess the impact of traditional meat production on nitrate contamination in groundwater across the contiguous USA from 1985 to 2020. In addition, we evaluate potential changes in groundwater quality resulting from the substitution of traditional meat sources with three alternative meat options. We find that substituting 10% of the protein intake from conventional meat sources with meat alternatives can lead to an average reduction of 3.4%, 10.7% and 4.5% in the required nitrogen fertilizer, manure and water footprint, respectively. This substitution could potentially decrease the risk of groundwater nitrate exceedance (concentration exceeding 10 mg l−1 as N) by up to ~20%. These results highlight the potential of long-term dietary shifts to achieve Sustainable Development Goal (SDG) 6 and support other SDG targets.",CC,Impact assessments,False,True,True,True
3984,pub.1183212699,Assembly of artificial casein micelles with sodium hexametaphosphate,"This study explored the potential of hexametaphosphate (HMP) to assemble caseins into artificial casein micelles (ACM) as an alternative to calcium phosphate nanoclusters. HMP cross-linked caseins through their phosphoserine residues in the presence of calcium ions. At high calcium-to-HMP ratios, insoluble calcium-HMP complexes formed, cross-linking the calcium-sensitive caseins and resulting in stable ACM that were smaller, more hydrated, and formed weaker curds upon chymosin coagulation than conventional ACM with calcium phosphate nanoclusters. As the HMP concentration increased, micelle formation reached an optimum at a molar calcium-to-HMP ratio of 10:1. However, at lower ratios, HMP chelated calcium ions, leading to the formation of soluble calcium-HMP complexes that impeded micelle formation. These findings highlight the dual functionality of HMP as both a micelle-forming agent at high calcium-to-HMP ratios and a calcium-chelating agent at lower ratios, providing new insights into alternative mechanisms for casein micelle assembly.",F,Ingredient optimisation,False,True,True,False
31,pub.1192507436,Metabolic consequences and gut microbiome alterations in rats consuming pork or a plant-based meat analogue,"It is unknown how human health is affected by the current increased consumption of ultra-processed plant-based meat analogues (PBMA). In the present study, rats were fed an experimental diet based on pork or a commercial PBMA, matched for protein, fat, and carbohydrate content for three weeks. Rats on the PBMA diet exhibited metabolic changes indicative of lower protein digestibility and/or dietary amino acid imbalance, alongside increased mesenteric (+38%) and retroperitoneal (+20%) fat depositions despite lower food and energy intake. In contrast, rats on the pork diet demonstrated signs of a disturbed gut-liver axis with increased liver weight (+15%) and blood low-density lipoprotein (+86%), which may have been facilitated by gut microbial changes. The colon of rats on the PBMA diet was characterized by an outgrowth of bacterial groups including Muribaculaceae, Roseburia and various Eubacterium spp. known to improve cholesterol metabolism, whereas a remarkable outgrowth of Akkermansia, Oscillospiraceae and Desulfovibrionaceae in rats on the pork diet may be conducive to colon mucin degradation. Effects on oxidative stress parameters were equivocal, with increased lipid oxidation (+27%) in the colon mucosa of PBMA-fed rats, whereas lower blood levels of the endogenous antioxidant glutathione (-30%) were found in pork-fed. Overall, the present rat study reveals major differences in the physiological and microbiota-related responses to diets containing either conventional pork or PBMA, which could have implications for human health.",PB,Health & nutrition,False,True,False,False
42,pub.1188715770,Shaping suspensions: Stabilizing anisotropy in viscoelastic media using oscillations,"An easy process to generate highly anisotropic structures and properties is desired for many applications, such as the formation of meat analogues, conductive polymer composites or directed assembly of microparticles. However, the required processing parameters for viscoelasticity-induced alignment preclude such implementations, necessitating additional and cumbersome processing steps. Traditionally, string formation of particles in viscoelastic liquids occurs only at either high shear rates or in highly elastic fluids. We demonstrate how oscillatory flows can induce particle alignment at shear rates nearly two orders of magnitude lower than for steady shear, to easily reach long particle strings in comparison to the limitations of steady shear. Furthermore, we establish that alignment in oscillation is cumulative because string breakup is prevented by flow reversal, which explains the potentially unlimited anisotropic assembly, while showing that Weissenberg number-dependent string stability in steady shear leads to non-cumulative alignment. Finally, we show that this mechanism enables the extrusion of aligned structures using superposed oscillatory and steady shear, and demonstrate its broader applicability with non-ideal particles.",CC,Texturization methods,False,True,True,True
1082,pub.1185201018,Ultra-processed foods and plant-based alternatives impair nutritional quality of omnivorous and plant-forward dietary patterns in college students,"The health benefits of a plant-based diet may be outweighed by an increased consumption of ultra-processed foods (UPF) and plant-based alternatives. This study compares diet quality (intakes of protein, saturated fatty acids, sugar, fiber, and micronutrients) and nutritional status (prevalence of low holotranscobalamin and ferritin levels) among different dietary patterns: 22.5% vegans, 46.5% vegetarians, 31% omnivores in 142 first-year college students (20 ± 1.6 years, BMI 21.9 ± 3.1 kg/m², 83% female). Intakes of vitamin B12, folate, iron, zinc, and calcium were on average below reference values, especially in vegans and vegetarians. However, the prevalence of low holotranscobalamin and ferritin levels did not differ between the dietary groups, presumably due to supplementation. Irrespective of the diet, UPF contributed to 49% of daily energy intake. UPF exhibited a lower content of protein, fiber, vitamin B2, vitamin B12, folate, zinc and calcium compared to processed foods (all p < 0.001). Plant-based alternatives contained more fiber and less saturated fatty acids whereas the content of protein and micronutrients was lower compared with animal products (all p < 0.05). In conclusion, UPF consumption contributes to the inadequate intake of many micronutrients by young adults. This is further aggravated by plant-forward eating patterns including the consumption of plant-based alternatives.",PB,Health & nutrition,False,True,True,True
108,pub.1191284655,Social Interactions for Sustainable Food Choices: Meeting the Target for Meat Intake in the United Kingdom,"Background: Substantial shifts in contemporary diets are needed to halt the growing burden of chronic diseases and the accelerating climate crisis. Achieving this will require strong action and the use of policy instruments that can aid consumers in making the right dietary choices. Real-life evidence on changing dietary behaviors within complex food systems at scale demands resources and research that might not be realistic to acquire or realize.
Objectives: This project applied innovative models to predict the dietary and environmental effects of broad-scale strategies designed to transform dietary behaviors among consumers. Scenarios were numerically simulated using agent-based opinion-dynamics models to evaluate the impact of governmental influence on people's consumption of meat, vegetables, pulses, and meat alternatives.
Methods: We considered the problem of influencing the opinions of a group of agents (representing the UK population) connected in a social network over a sequence of campaigns to achieve convergence to 2 different targets: achieving the UK Climate Change Committee's goal of 35% and 50% average reduction in meat consumption by 2030 and 2050, respectively. The opinion dynamics comprised consumers (i.e., agents), with empirically derived baseline food intake patterns (i.e., initial opinions) and sociodemographic attributes. Changes in environmental impacts following changes in consumption were quantified.
Results: In a scenario of high governmental influence, uniform in the population, achievement of the 35% and 50% meat reduction goals corresponded to ∼5.2 and ∼8.1 y, respectively. As meat consumption reduced, intake of vegetables, pulses, and meat alternatives increased by 84.7%, 108.5%, and 30.8%, respectively (-35% scenario). Greenhouse gas emissions, land use, water use, and scarcity-weighted water were reduced by -23.8%, -20.2%, -0.5%, and -14.5%, respectively (-35% scenario).
Conclusions: The findings of this project provide valuable insights for policymakers and governmental authorities to develop effective influence strategies aimed at promoting healthy and sustainable dietary habits.",CC,Impact assessments,False,False,True,True
1181,pub.1195715095,Unveiling plant protein astringency perception through neural and cellular responses,"While consumption of plant proteins providing nutritional, social and climate solutions to feed a growing population in a healthy and sustainable manner is unquestionable, astringency remains a persistent yet underestimated organoleptic challenge. This longstanding issue, contributing to a sensation of dryness, serves as a major bottleneck in the development of plant-based foods with broad consumer acceptance. Here, we investigate experimentally the origin of astringency in plant proteins probing sensory, neural, and cellular responses. Strikingly, by combining sensory profiling with functional near-infrared spectroscopy (fNIRS) and saliva and mucin-coated oral epithelium-mimicking cell lines, we identify that plant protein astringency demonstrates a distinct prefrontal cortex neural response and is associated with salivary mucin-binding, drawing parallels to tannin-like responses. Our mechanistic dissection fuelled by in vitro, in vivo, and ex vivo experimental studies pinpoints direct quantitative evidence uncovering previously uncharacterised astringency of plant proteins, paving the way for solving the sensorial challenges in the era of transitioning towards eco-friendly plant protein-based foods.",PB,Ingredient optimisation,False,False,True,False
4251,pub.1184344364,Dough rheology properties as affected by the inclusion of oat drink residue flour: a multivariate analysis approach,"Abstract The global shift towards plant-based food consumption presents significant environmental benefits, yet the consequential rise in related by-products still imposes a challenge to be addressed. The present work was carried out to evaluate the rheological properties of bread dough as affected by the incorporation of dry fractionated oat drink residue flours as a functional ingredient to identify the optimum condition for incorporating fibre-rich ingredients in bakery products. Mechanically dry fractionated, dried oat drink residue flour of particle size F1: > 150, F2: 150–224, and F3: 224–300 μm was blended with strong wheat flour at 10% and 20% substitution levels of the wheat flour. The resulting doughs were assessed for their rheological characteristics. Results from Mixolab, Rapid Visco Analyser, and gel texture properties revealed that 10F3 showed the highest peak viscosity; 20F2 exhibited the highest water absorption value (66.7%), whereas 20F2 showed the lowest gel hardness level compared to control (100% wheat flour). Principal component analysis (PCA) showed that the specific surface area of the flour composite is a key feature determining dough rheological properties. Additionally, cluster analysis results revealed that, within measured parameters, flour pasting properties are the most representative of the flour composite characteristics. Moreover, the analysis was able to discriminate between different flour composites based on their rheological properties. The TOPSIS-Shannon entropy approach was used to increase the inclusion level of non-wheat components in the bread formulations while maintaining the structural quality of the bread. The comparison between different flour composites via TOPSIS analysis revealed that 10F2 was the best formulation in terms of instrumental quality properties of the resultant bread among other flour composites. It was observed that the effect of inclusion level outweighs the effect of particle size distribution on incorporated fibre-rich ingredients in terms of affecting the texture quality characteristics of the resultant bread. Results highlight the potential application of fractionated oat drink residue flour for blending with wheat flour properties to produce fibre-rich bakery products.",PB,Other,False,False,True,True
54,pub.1195166812,Exploring the Potential of Haematococcus pluvialis as a Source of Bioactives for Food Applications: A Review,"The search for sustainable and health-promoting food ingredients has positioned microalgae as promising candidates for the development of functional products. Haematococcus pluvialis, a unicellular green microalga, is the richest natural source of astaxanthin, a carotenoid with outstanding antioxidant, anti-inflammatory, and neuroprotective properties. In addition to astaxanthin, H. pluvialis provides high-value proteins, essential fatty acids, polysaccharides, and vitamins, which expand its potential applications in the food sector. This review compiles current knowledge on the biology and physiology of H. pluvialis, with emphasis on cultivation strategies, environmental stress factors, and biotechnological tools designed to enhance bioactive compound production. Advances in extraction and purification methods are also discussed, contrasting conventional solvent-based approaches with emerging green technologies. The integration of these strategies with biomass valorization highlights opportunities for improving economic feasibility and sustainability. Applications of H. pluvialis in the food industry include its use as a functional ingredient, natural colorant, antioxidant, and stabilizer in bakery products, beverages, meat analogs, and emulsified systems. Evidence from in vitro, in vivo, and clinical studies reinforces its safety and effectiveness. Looking ahead, industrial perspectives point to the adoption of omics-based tools, metabolic engineering, and circular economy approaches as drivers to overcome current barriers of cost, stability, and regulation, opening new avenues for large-scale applications in food systems.",CC,Ingredient optimisation,False,False,False,True
2388,pub.1194404883,A pangenome and pantranscriptome of hexaploid oat,"Oat grain is a traditional human food that is rich in dietary fibre and contributes to improved human health1,2. Interest in the crop has surged in recent years owing to its use as the basis for plant-based milk analogues3. Oat is an allohexaploid with a large, repeat-rich genome that was shaped by subgenome exchanges over evolutionary timescales4. In contrast to many other cereal species, genomic research in oat is still at an early stage, and surveys of structural genome diversity and gene expression variability are scarce. Here we present annotated chromosome-scale sequence assemblies of 33 wild and domesticated oat lines, along with an atlas of gene expression across 6 tissues of different developmental stages in 23 of these lines. We construct an atlas of gene-expression diversity across subgenomes, accessions and tissues. Gene loss in the hexaploid is accompanied by compensatory upregulation of the remaining homeologues, but this process is constrained by subgenome divergence. Chromosomal rearrangements have substantially affected recent oat breeding. A large pericentric inversion associated with early flowering explains distorted segregation on chromosome 7D and a homeologous sequence exchange between chromosomes 2A and 2C in a semi-dwarf mutant has risen to prominence in Australian elite varieties. The oat pangenome will promote the adoption of genomic approaches to understanding the evolution and adaptation of domesticated oats and will accelerate their improvement.",PB,Crop development ,False,False,False,True
132,pub.1193156688,Harnessing Microbial Power for a Sustainable Future Food System,"Microorganisms are transforming the way we address sustainability across agriculture, food production, waste remediation, bioenergy, and industrial bioprocessing, offering novel solutions for the food systems of tomorrow. This systematic review examines literature from the last twenty years in order to identify key advances, challenges, and future directions in harnessing microbial systems for sustainable applications, especially those underpinning a resilient future food system. The selected documents allowed a mapping of the most important trends: innovations based on metabolic engineering and omics, the use of integrated biorefineries, and digital monitoring platforms are emerging as catalysts for the transition, while high scaling costs, regulatory challenges, and low public acceptance continue to limit large-scale implementation. The analysis highlights both the major advantages (reducing ecological impact, valorizing waste, diversifying food sources) and the current limits of these technologies, proposing a multi-stakeholder roadmap to accelerate the transition to a circular bioeconomy and a low-carbon and climate-resilient food system.",F,Other,False,False,False,True
2850,pub.1187030931,Fungal Biota and Mycotoxins Contamination in Soybean Expeller,"Soybean expeller (SBE), a by-product of soybean oil extraction through the extruding-expelling process, is widely used as a protein source in animal feed and soy-based foods. This study evaluated fungal contamination and mycotoxin levels in SBE samples from 11 extruding-expelling facilities in Argentina, assessing fungal load, moisture content (MC), and mycotoxin profiles. Fungal biota was quantified through colony forming unit (CFU) counts and identified via morphological analysis, while mycotoxins were quantified using liquid chromatography and tandem mass spectrometry. CFU counts were low (0 to 4 CFU g−1 DM), with Penicillium spp. (28.0%) and Mucoraceae (family) (25.6%) being the most frequently isolated genera. Deoxynivalenol (DON) and aflatoxins (AFB1, AFB2, AFG1, and AFG2) were detected in 20% to 40% of the samples. The average concentration was 215.19 µg kg−1 for DON and 41.68, 0.39, and 0.34 µg kg−1 for AFB1, AFG1, and AFG2, respectively. Although most mycotoxin concentrations were below regulatory limits, a few samples exceeded the threshold for DON (8.6%) and AFB1 (2.9%). Co-occurrence of two mycotoxins was observed in 60% of the samples. These results highlight the importance of monitoring fungal contamination and mycotoxin levels to ensure the safety and quality of SBE for feed and food applications.",PB,Food safety & quality,False,False,False,True
2055,pub.1176260828,Soft Ca2+-induced pea protein gels through mild heating: Controlling elasticity and fracturing behavior,"With the rising demand for plant-based protein, understanding the formation of pea protein gels induced by calcium is important for manufacturing of food products with appealing textural properties. Moreover, the moderate temperature processing is becoming of greater and greater interest, based on conditions used for food fermentation. The objective of this study is to understand the structural and rheology behaviour of calcium-induced pea protein aggregates at moderate plateau temperatures i.e. in the range 30–45 °C with holding times from 0 to 60,000s. Based on the combination of confocal fluorescence microscopy (CLSM) imaging, rheology and IR spectroscopy, our results show that despite the relatively low temperature range, thermal agitation not only allows for partial protein particle dissolution, but also induces interactions leading to soft gel formation. Within a shorter holding time (0–600s) range, higher Gʹ/Gʹ0 (t) were observed at 40 °C and 45 °C, the end elastic modulus reaching for any parameters tested at least 1000 Pa. As the holding time was extended to 60,000s, the effect of temperature became less pronounced, i.e., all gels reached similar high values of Gʹ even for the low temperature of 30 °C, which is nearly 3–4 times higher than that formed at 600s holding time (at the temperature plateau). IR spectroscopy measurements showed that the protein secondary structure remained stable within the holding time ranging from 0s to 6,000s, while significant but moderate changes were monitored when extending the holding time to 60,000s, which correlated with a more progressive yielding observed in rheology, pointing to the formation of apparently more fragile physical gels. The combination of the techniques shows that the gel formation and strengthening mainly originated from rearrangements at the colloidal level leading to a denser network, while molecular rearrangements only intervened at the longest holding times (i.e, 60,000s).",PB,Texturization methods,False,False,False,True
3037,pub.1185641099,Design and Operation of a Multifunctional Pilot-Scale Bioreactor for Enhanced Aerobic Fermentation,"The primary aim of this work was to share the results from a Research Project supported by the Italian National Research Council, which led to the development of a versatile jacketed tower bioreactor. Designed to optimize oxygen transfer efficiency and process control, the reactor incorporated a reciprocating air compressor, centrifugal pumps, a draft tube with or without perforated plates, and a series of gas–liquid ejectors. Its flexible design enabled operation in both airlift and ejector-loop modes, making it suitable for a wide range of aerobic fermentation processes. By sharing the detailed engineering design, operational procedures of this pilot-scale bioreactor, as well as its performance data when cultivating yeasts on whey and potato wastewater, a detailed blueprint was given to researchers seeking to advance bioreactor technology, particularly in the context of emerging fields like cultured meat production, pharmaceutical manufacturing, and environmental bioremediation.",CC,Bioprocess design,False,False,False,True
1272,pub.1190175141,Study on Rapeseed Albumin Hydrolysis by PrtS Protease from Streptococcus thermophilus and Bioactivity Characterization of Resulting Hydrolysates,"Lactic acid bacteria are well known for hydrolyzing milk proteins, but their application to plant proteins remains limited. This study evaluated the ability of the cell-wall-anchored PrtS protease from two Streptococcus thermophilus strains to hydrolyze rapeseed albumins (RAs), aiming to generate bioactive peptides with potential food functionality. The specific activity of PrtS was first determined using a chromogenic substrate. RAs were then hydrolyzed using 10X- and 100X-concentrated cell pellets of each strain to assess the hydrolysis kinetics and the enzymatic mechanism. The results showed concentration-dependent hydrolysis, with protein conversion and the degree of hydrolysis increasing threefold at 100X for both strains. Despite the increased hydrolysis, the peptides produced had similar average sizes, averaging at five amino acids, indicating a consistent ""one-by-one"" cleavage mechanism. The in vitro testing of the RA hydrolysates produced with 100X PrtS from S. thermophilus LMD-9 revealed dose-dependent antioxidant activity comparable to native RAs. Importantly, unlike native RAs, these hydrolysates did not induce increased secretion of the pro-inflammatory mediator IL-8 in inflamed HT-29 cells, suggesting a reduced pro-inflammatory potential. These findings demonstrate that PrtS protease from S. thermophilus can effectively hydrolyze rapeseed proteins to produce functional hydrolysates with improved bioactivity profiles. Such hydrolysates have promising applications as functional ingredients in plant-based food products, contributing both to health benefits and potential food preservation through antioxidant activity.",PB,Ingredient optimisation,False,False,False,True
